"State","County.Name","B_armed","B_unarmed","H_armed","H_unarmed","W_armed","W_unarmed","src.wapo","SortGADMintoPrevOrder","SortGADMintoGADMintoGADMorder","County.FIPS.Code","FIPS","DMA","WeaponsBlack.sum","WeaponsWhite.sum","AssaultsBlack.sum","AssaultsWhite.sum","county","CountyName","ID","TOT_POP","TOT_MALE","TOT_FEMALE","WA_TOT","BAC_TOT","H_TOT","Pct.Uninsured","Median.Income","Gini","Pct.Living.in.Poverty","Pct.HS.Education","PercentSlaveOwningFarms","NSlavesPerCounty","ID.1","FBIDataToRight","VictimsOfHateCrimes","MURDER","AGASSLT","USPSDToRight","BlackArmed","BlackUnarmed","HispanicArmed","HispanicUnarmed","WhiteArmed","WhiteUnarmed","State.1","RandID","SouthernLawCenterDataToRight","Arson","Assault","Bombing","Cross.Burnings","Harassment","Intelligence","Intimidation","Leafletting","Legal.Developments","Murder","Rally","Threat","Vandalism","BayesianPosterior","ModelID","m.log.RR_Black_Unarmed_Versus_White_Unarmed","sd.log.RR_Black_Unarmed_Versus_White_Unarmed"
"MT","Beaverhead County",0,0,0,0,1,0,"wapo",1599,1676,30001,30001,195,0,0,0,7,"Beaverhead","Beaverhead","MTBeaverhead",9246,4731,4515,8883,36,338,26.9,35952,0.434,18.1,91.8,NA,NA,"MT001","FBIDataToRight",NA,0,6,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.957254822306555,1.19181212360028
"MT","Mineral County",0,0,0,0,1,0,"wapo",1629,1706,30061,30061,169,NA,NA,NA,NA,"Mineral","Mineral","MTMineral",4223,2189,2034,4025,26,80,26.3,33333,0.381,17.9,83,NA,NA,"MT061","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.936207135278035,1.24495281616576
"MT","Park County",0,0,0,0,1,0,"wapo",1632,1709,30067,30067,170,NA,NA,0,10,"Park","Park","MTPark",15636,7793,7843,15187,60,325,23.2,37835,0.456,13.9,89.4,NA,NA,"MT067","FBIDataToRight",NA,0,13,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.951049498268135,1.14299818790021
"MT","Pondera County",0,0,0,0,1,0,"wapo",1635,1712,30073,30073,187,NA,NA,0,0,"Pondera","Pondera","MTPondera",6153,2972,3181,5102,36,87,28.1,35091,0.45,19.4,86.6,NA,NA,"MT073","FBIDataToRight",NA,0,8,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.940995940275761,1.2256470153135
"MT","Yellowstone County",0,0,0,0,3,0,"wapo",1654,1731,30111,30111,170,4,9,12,81,"Yellowstone","Yellowstone","MTYellowstone",147972,72385,75587,136095,1926,6955,17.6,48059,0.429,12.9,91.4,NA,NA,"MT111","FBIDataToRight",NA,1,138,"USPSDToRight",0,0,0,0,1,0,"MT",25,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,1,1,0,0,0,1,"BayesianPosterior",155,0.918812506557882,0.965842942835208
"NC","Anson County",0,0,0,0,1,0,"wapo",1894,1972,37007,37007,28,24,6,55,10,"Anson","Anson","NCAnson",26948,14015,12933,13000,13329,812,18.1,32268,0.442,22.6,77.6,0.438861769,221,"NC007","FBIDataToRight",NA,4,68,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.10485421142757,1.17057537131482
"NC","Ashe County",0,0,0,0,1,0,"wapo",1895,1973,37009,37009,28,0,9,1,31,"Ashe","Ashe","NCAshe",27281,13489,13792,26624,301,1311,23,31965,0.447,20,76.8,NA,NA,"NC009","FBIDataToRight",NA,0,18,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.10436297428742,1.15754431164589
"NC","Bladen County",0,0,0,0,1,0,"wapo",1899,1977,37017,37017,144,16,8,32,34,"Bladen","Bladen","NCBladen",35190,16887,18303,21333,12682,2502,21.5,31637,0.48,22.3,74,NA,NA,"NC017","FBIDataToRight",NA,10,60,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.07341892742645,1.10861680458286
"NC","Buncombe County",1,0,0,0,0,0,"wapo",1901,1979,37021,37021,35,33,98,88,185,"Buncombe","Buncombe","NCBuncombe",238318,114770,123548,214404,17731,14254,20.9,42846,0.457,17.1,87.2,NA,NA,"NC021","FBIDataToRight",10,3,342,"USPSDToRight",0,1,0,0,0,0,"NC",26,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,0,0,0,0,0,0,"BayesianPosterior",158,2.10844556139805,1.09948281164925
"NC","Catawba County",0,0,0,0,1,0,"wapo",1908,1986,37035,37035,28,16,50,62,127,"Catawba","Catawba","NCCatawba",154358,75603,78755,132347,14832,13032,20.4,41782,0.442,14.5,81.4,NA,NA,"NC035","FBIDataToRight",1,16,199,"USPSDToRight",0,0,0,0,1,0,"NC",26,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",160,1.53141972279581,1.01416269360262
"NC","Cumberland County",0,0,0,0,1,0,"wapo",1916,1994,37051,37051,29,182,31,331,155,"Cumberland","Cumberland","NCCumberland",319431,154328,165103,172281,127861,30190,17.2,43356,0.433,18.2,88.3,NA,NA,"NC051","FBIDataToRight",1,37,557,"USPSDToRight",2,0,0,0,1,1,"NC",26,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,2,0,0,0,0,0,"BayesianPosterior",161,1.71717833044959,1.02889181552223
"NC","Durham County",1,0,0,0,0,0,"wapo",1922,2000,37063,37063,29,132,22,292,87,"Durham","Durham","NCDurham",267587,127656,139931,142455,107250,36077,19.1,48023,0.457,18.4,86.3,NA,NA,"NC063","FBIDataToRight",3,19,451,"USPSDToRight",1,0,1,0,0,0,"NC",26,"SouthernLawCenterDataToRight",0,0,0,0,1,0,0,8,1,0,1,0,4,"BayesianPosterior",163,1.97978672916906,1.10588343829734
"NC","Edgecombe County",1,0,0,0,0,0,"wapo",1923,2001,37065,37065,29,NA,NA,NA,NA,"Edgecombe","Edgecombe","NCEdgecombe",56552,26239,30313,22994,32945,2104,18.8,33146,0.452,24.5,76.7,0.419001519,56,"NC065","FBIDataToRight",NA,4,104,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.58856794588658,1.09546802118068
"NC","Gaston County",2,0,0,0,3,0,"wapo",1926,2004,37071,37071,28,56,66,108,207,"Gaston","Gaston","NCGaston",206086,99718,106368,167275,33816,12201,19.8,40332,0.452,19.9,78.9,NA,NA,"NC071","FBIDataToRight",1,7,393,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.958868038835454,0.931679801599448
"NC","Guilford County",1,0,0,0,1,0,"wapo",1931,2009,37081,37081,46,336,121,616,269,"Guilford","Guilford","NCGuilford",488406,232483,255923,293879,167912,34826,19.4,42415,0.474,17.9,86.9,NA,NA,"NC081","FBIDataToRight",NA,36,905,"USPSDToRight",1,1,0,0,0,0,"NC",26,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,2,0,0,0,0,1,"BayesianPosterior",165,1.96286105649593,1.07538526134081
"NC","Haywood County",0,0,0,0,1,0,"wapo",1934,2012,37087,37087,35,0,49,1,93,"Haywood","Haywood","NCHaywood",59036,28502,30534,57254,786,1999,18.9,39987,0.438,14.6,84.1,NA,NA,"NC087","FBIDataToRight",1,0,120,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.26782861470668,1.0767728352635
"NC","Henderson County",0,0,0,0,1,0,"wapo",1935,2013,37089,37089,35,2,25,22,169,"Henderson","Henderson","NCHenderson",106740,51560,55180,99921,4064,10424,21.6,43589,0.432,15.8,87.2,NA,NA,"NC089","FBIDataToRight",NA,5,143,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.42594569058439,1.06203514557264
"NC","Iredell County",0,0,0,0,3,0,"wapo",1939,2017,37097,37097,28,44,69,80,105,"Iredell","Iredell","NCIredell",159437,78491,80946,133689,20758,10844,18.1,46576,0.46,13.3,84.5,NA,NA,"NC097","FBIDataToRight",NA,14,190,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.940751867982332,1.0524834953537
"NC","Lenoir County",1,0,0,0,0,0,"wapo",1944,2022,37107,37107,103,58,19,74,23,"Lenoir","Lenoir","NCLenoir",59495,28397,31098,33800,24749,3917,20.2,36455,0.458,23.2,76.2,0.444354389,11,"NC107","FBIDataToRight",NA,15,122,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.59878379558607,1.15513667820893
"NC","Macon County",0,0,0,0,1,0,"wapo",1947,2025,37113,37113,35,1,8,0,31,"Macon","Macon","NCMacon",33922,16495,17427,32693,588,2230,24.8,36229,0.5,19.3,83,NA,NA,"NC113","FBIDataToRight",NA,1,36,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.15610307277571,1.09465304328186
"NC","Mecklenburg County",4,0,0,0,0,0,"wapo",1950,2028,37119,37119,28,408,96,1310,519,"Mecklenburg","Mecklenburg","NCMecklenburg",919628,444881,474747,559482,301691,111944,18.4,52363,0.477,15.6,88.3,0.435347611,14,"NC119","FBIDataToRight",3,55,1895,"USPSDToRight",1,1,0,0,1,0,"NC",26,"SouthernLawCenterDataToRight",0,0,0,0,1,0,0,0,0,0,0,0,2,"BayesianPosterior",166,2.43227426995008,0.998082169410173
"NC","Pitt County",1,0,0,0,0,0,"wapo",1964,2042,37147,37147,103,98,40,133,60,"Pitt","Pitt","NCPitt",168148,79360,88788,103481,59829,9202,17.8,39519,0.49,21.6,85.1,0.398968635,28,"NC147","FBIDataToRight",1,13,333,"USPSDToRight",0,0,0,0,0,1,"NC",26,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,1,0,0,0,0,"BayesianPosterior",170,1.90930124320667,1.16575881788216
"NC","Rockingham County",0,0,0,0,0,1,"wapo",1969,2047,37157,37157,46,31,18,40,77,"Rockingham","Rockingham","NCRockingham",93643,45166,48477,73404,18747,5159,19.3,38063,0.423,18.5,76.6,NA,NA,"NC157","FBIDataToRight",2,1,120,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.787199909666448,1.05681844624904
"NC","Sampson County",0,0,0,0,2,0,"wapo",1972,2050,37163,37163,29,20,9,46,30,"Sampson","Sampson","NCSampson",63431,31108,32323,42484,18161,10440,23.8,37047,0.457,21.4,75.2,NA,NA,"NC163","FBIDataToRight",NA,1,77,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.739564464065674,1.07246530910201
"NC","Stokes County",0,0,0,0,1,0,"wapo",1975,2053,37169,37169,46,0,35,6,63,"Stokes","Stokes","NCStokes",47401,23124,24277,44631,2180,1254,17.1,43178,0.4,14.3,79.2,NA,NA,"NC169","FBIDataToRight",NA,3,79,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.16897533219957,1.13562097013297
"NC","Transylvania County",0,0,0,0,1,0,"wapo",1978,2056,37175,37175,35,2,18,1,31,"Transylvania","Transylvania","NCTransylvania",33090,15973,17117,30987,1560,964,21.1,40652,0.448,15.9,86.1,NA,NA,"NC175","FBIDataToRight",NA,2,48,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.18275040928559,1.1576759541964
"NC","Wake County",0,0,0,0,2,0,"wapo",1982,2060,37183,37183,29,395,156,447,257,"Wake","Wake","NCWake",900993,438792,462201,632850,201449,87922,15.5,61594,0.439,12,91.6,0.433772346,17,"NC183","FBIDataToRight",2,33,620,"USPSDToRight",0,1,0,0,0,0,"NC",26,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,1,0,0,0,1,"BayesianPosterior",172,2.16954531979341,0.981044359223242
"NC","Wilkes County",0,0,0,0,1,0,"wapo",1987,2065,37193,37193,46,1,19,25,109,"Wilkes","Wilkes","NCWilkes",69340,34264,35076,65067,3379,3772,21.7,34886,0.465,19.9,72.6,NA,NA,"NC193","FBIDataToRight",NA,2,144,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.32002738013699,1.13490383883431
"ND","Burleigh County",0,0,0,0,0,1,"wapo",1998,2076,38015,38015,155,2,14,5,43,"Burleigh","Burleigh","NDBurleigh",81308,39992,41316,75864,790,986,9.3,55565,0.436,9.3,92,NA,NA,"ND015","FBIDataToRight",1,2,71,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.775654298818997,1.0109133127194
"NE","Cheyenne County",0,0,0,0,1,0,"wapo",1671,1748,31033,31033,18,0,4,1,2,"Cheyenne","Cheyenne","NECheyenne",9998,4966,5032,9636,39,610,12.9,49417,0.405,10.7,93.5,NA,NA,"NE033","FBIDataToRight",NA,0,3,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.963824967825029,1.16925696519087
"NE","Deuel County",0,0,0,0,1,0,"wapo",1679,1756,31049,31049,18,0,5,0,1,"Deuel","Deuel","NEDeuel",1941,954,987,1905,5,75,17.3,40325,0.458,12.7,90.4,NA,NA,"NE049","FBIDataToRight",NA,0,0,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.868151077572657,1.16111755594064
"NE","Douglas County",2,0,0,0,4,1,"wapo",1682,1759,31055,31055,78,NA,NA,NA,NA,"Douglas","Douglas","NEDouglas",517110,254164,262946,422648,68791,57804,13.8,50270,0.461,14.7,90,NA,NA,"NE055","FBIDataToRight",NA,34,626,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.751651990226377,0.781248095228159
"NE","Lancaster County",1,0,0,0,2,0,"wapo",1709,1786,31109,31109,102,39,131,102,226,"Lancaster","Lancaster","NELancaster",285407,143048,142359,255284,14104,16685,11.8,50197,0.434,14.8,93.1,NA,NA,"NE109","FBIDataToRight",NA,6,298,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.48593767966693,0.963659881108291
"NH","Grafton County",0,0,0,0,1,0,"wapo",1769,1846,33009,33009,91,0,5,2,23,"Grafton","Grafton","NHGrafton",89118,44071,45047,83773,1242,1600,14.3,50834,0.438,11.6,90.9,NA,NA,"NH009","FBIDataToRight",NA,1,77,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.36368570355649,1.08848595770386
"NH","Hillsborough County",0,0,0,0,1,0,"wapo",1770,1847,33011,33011,6,2,17,22,198,"Hillsborough","Hillsborough","NHHillsborough",400721,198162,202559,370188,12109,21241,11.9,67650,0.412,7.6,90.5,NA,NA,"NH011","FBIDataToRight",1,3,320,"USPSDToRight",0,0,1,0,0,1,"NH",27,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,1,0,0,2,0,3,"BayesianPosterior",173,2.03806718963748,0.996226578031102
"NH","Rockingham County",0,0,0,0,1,0,"wapo",1772,1849,33015,33015,6,0,20,6,76,"Rockingham","Rockingham","NHRockingham",295223,145886,149337,283814,3266,6142,11.4,73402,0.404,5.7,93.5,NA,NA,"NH015","FBIDataToRight",NA,2,108,"USPSDToRight",0,0,0,0,1,1,"NH",27,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,3,1,0,0,0,0,"BayesianPosterior",174,1.82716842184686,1.09071377484454
"NJ","Atlantic County",1,0,0,0,0,0,"wapo",1775,1852,34001,34001,4,84,71,187,175,"Atlantic","Atlantic","NJAtlantic",274549,133175,141374,197552,51279,46241,15.5,51457,0.445,13.6,84.7,NA,NA,"NJ001","FBIDataToRight",4,13,422,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.08157394945275,1.06477400021798
"NJ","Bergen County",1,0,2,0,0,0,"wapo",1776,1853,34003,34003,1,50,100,112,243,"Bergen","Bergen","NJBergen",905116,435962,469154,694514,64606,145281,14.6,77059,0.468,6.9,90.9,NA,NA,"NJ003","FBIDataToRight",3,10,512,"USPSDToRight",1,0,0,0,1,0,"NJ",28,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,1,2,0,0,2,3,"BayesianPosterior",175,2.61311498966321,0.998458828482388
"NJ","Camden County",1,0,1,0,0,0,"wapo",1778,1855,34007,34007,4,162,132,319,342,"Camden","Camden","NJCamden",513657,247759,265898,365262,114532,73124,14.6,56939,0.443,12.3,85.4,NA,NA,"NJ007","FBIDataToRight",4,19,822,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.31334935261541,1.02198209176168
"NJ","Cumberland County",1,0,0,0,0,0,"wapo",1780,1857,34011,34011,4,85,85,122,133,"Cumberland","Cumberland","NJCumberland",156898,80808,76090,114501,36595,42457,19.6,49964,0.433,17,75.8,NA,NA,"NJ011","FBIDataToRight",NA,4,255,"USPSDToRight",0,0,0,0,0,1,"NJ",28,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,0,0,0,0,0,2,"BayesianPosterior",176,1.84794012658045,1.07183078560282
"NJ","Mercer County",1,0,0,0,1,0,"wapo",1785,1862,34021,34021,4,155,50,155,95,"Mercer","Mercer","NJMercer",366513,179033,187480,246145,80995,55318,13.7,70228,0.476,11.7,86.5,NA,NA,"NJ021","FBIDataToRight",6,10,319,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.77424825063664,0.99196999442219
"NJ","Middlesex County",1,0,0,0,2,0,"wapo",1786,1863,34023,34023,1,81,104,108,253,"Middlesex","Middlesex","NJMiddlesex",809858,397485,412373,526805,92544,148975,15.1,75890,0.407,7.7,88,NA,NA,"NJ023","FBIDataToRight",13,11,439,"USPSDToRight",0,1,1,0,0,0,"NJ",28,"SouthernLawCenterDataToRight",0,1,0,0,0,0,0,1,1,0,0,0,4,"BayesianPosterior",179,1.99196682436276,1.00940584294953
"NJ","Monmouth County",0,0,0,0,1,0,"wapo",1787,1864,34025,34025,1,103,139,134,250,"Monmouth","Monmouth","NJMonmouth",630380,306654,323726,538302,53111,60939,11.6,80462,0.462,6.8,91.2,NA,NA,"NJ025","FBIDataToRight",19,9,453,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,2.2506744598999,1.00695987940599
"NJ","Ocean County",0,0,0,0,2,0,"wapo",1789,1866,34029,34029,1,30,80,59,214,"Ocean","Ocean","NJOcean",576567,276302,300265,538801,22309,47783,13,56924,0.426,11,89.1,NA,NA,"NJ029","FBIDataToRight",11,6,299,"USPSDToRight",0,0,0,0,1,0,"NJ",28,"SouthernLawCenterDataToRight",0,3,0,0,1,0,0,0,0,0,0,0,2,"BayesianPosterior",180,1.96342453109513,0.987650716044272
"NJ","Passaic County",1,0,0,0,0,0,"wapo",1790,1867,34031,34031,1,85,114,244,357,"Passaic","Passaic","NJPassaic",501226,243124,258102,382092,80008,185677,20.2,53363,0.463,15.6,81.5,NA,NA,"NJ031","FBIDataToRight",1,21,782,"USPSDToRight",1,0,1,0,0,0,"NJ",28,"SouthernLawCenterDataToRight",0,0,0,0,1,0,1,0,1,0,1,0,3,"BayesianPosterior",181,2.31415369367457,1.05849715689951
"NJ","Sussex County",0,0,0,0,1,0,"wapo",1793,1870,34037,34037,1,5,22,4,44,"Sussex","Sussex","NJSussex",149265,74070,75195,141460,3553,9617,10.7,81330,0.386,5.7,93,NA,NA,"NJ037","FBIDataToRight",NA,0,47,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.56814149057537,1.05748577942347
"NM","Bernalillo County",0,0,7,0,3,0,"wapo",1796,1873,35001,35001,49,12,136,130,1348,"Bernalillo","Bernalillo","NMBernalillo",662564,324460,338104,567277,28524,317089,20.3,47405,0.453,16.4,86.2,NA,NA,"NM001","FBIDataToRight",NA,35,1814,"USPSDToRight",0,0,2,1,6,0,"NM",29,"SouthernLawCenterDataToRight",0,0,0,0,0,0,0,2,0,0,0,0,1,"BayesianPosterior",184,1.83049522398106,0.983919842409181
"NM","Chaves County",0,0,0,0,2,0,"wapo",1798,1875,35005,35005,49,0,38,2,81,"Chaves","Chaves","NMChaves",65645,32482,33163,61025,1982,34139,23.4,34681,0.436,22.8,76.3,NA,NA,"NM005","FBIDataToRight",NA,2,103,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.91288090675798,1.0783563458876
"NM","Cibola County",0,0,1,0,1,0,"wapo",1799,1876,35006,35006,49,0,0,0,11,"Cibola","Cibola","NMCibola",27213,13769,13444,14724,438,9934,25.2,33782,0.427,27.6,76.4,NA,NA,"NM006","FBIDataToRight",NA,1,21,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.00697935903508,1.17008571997348
"NM","Eddy County",0,0,1,0,1,0,"wapo",1804,1881,35015,35015,49,0,9,1,57,"Eddy","Eddy","NMEddy",53829,26879,26950,50505,1131,23731,17.9,43240,0.468,16.6,80.2,NA,NA,"NM015","FBIDataToRight",NA,3,158,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.21816336534919,1.02733280836026
"NM","Lea County",0,0,2,0,3,0,"wapo",1809,1886,35025,35025,49,2,33,7,52,"Lea","Lea","NMLea",64727,33045,31682,59541,3244,33063,24.7,43171,0.432,18,72.7,NA,NA,"NM025","FBIDataToRight",NA,8,55,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.470819005069908,1.15761251535727
"NM","Lincoln County",0,0,1,0,2,0,"wapo",1810,1887,35027,35027,49,0,0,0,13,"Lincoln","Lincoln","NMLincoln",20497,10068,10429,19424,212,6110,25.5,38623,0.419,18.3,86.5,NA,NA,"NM027","FBIDataToRight",NA,0,29,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,0.567958264831963,1.14444052068867
"NM","Luna County",0,0,1,0,0,0,"wapo",1812,1889,35029,35029,49,0,7,0,43,"Luna","Luna","NMLuna",25095,12474,12621,23760,430,15423,27.9,27257,0.488,30.7,69.5,NA,NA,"NM029","FBIDataToRight",NA,2,56,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.66631699219809,1.06013377376582
"NM","Santa Fe County",0,0,2,0,1,0,"wapo",1822,1899,35049,35049,49,NA,NA,NA,NA,"Santa Fe","SantaFe","NMSantaFe",144170,70257,73913,132178,2127,73015,22.8,48507,0.489,16.5,86.3,NA,NA,"NM049","FBIDataToRight",NA,2,86,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.5870491500158,1.06420490927033
"NM","Sierra County",0,0,1,0,0,0,"wapo",1823,1900,35051,35051,49,0,2,1,25,"Sierra","Sierra","NMSierra",11988,6027,5961,11318,82,3352,24.7,26240,0.467,21.2,83.9,NA,NA,"NM051","FBIDataToRight",NA,1,22,"USPSDToRight",NA,NA,NA,NA,NA,NA,NA,NA,"SouthernLawCenterDataToRight",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BayesianPosterior",NA,1.57495722818943,1.10824010064378
